ligandsfile targetlist
D02886.mol2 1F9Y
D02887.mol2 1F9Y
D02888.mol2 1F9Y
D02889.mol2 1F9Y
D02890.mol2 1F9Y
D02891.mol2 1F9Y
D02892.mol2 1F9Y
D02893.mol2 1F9Y
D02894.mol2 1F9Y
D02896.mol2 1F9Y
D02897.mol2 1F9Y
D02899.mol2 1F9Y
D02900.mol2 1F9Y
D02901.mol2 1F9Y
D02902.mol2 1F9Y
D02903.mol2 1F9Y
D02904.mol2 1F9Y
D02905.mol2 1F9Y
D02906.mol2 1F9Y
D02907.mol2 1F9Y
D02908.mol2 1F9Y
D02909.mol2 1F9Y
D02910.mol2 1F9Y
D02911.mol2 1F9Y
D02912.mol2 1F9Y
D02913.mol2 1F9Y
D02914.mol2 1F9Y
D02915.mol2 1F9Y
D02916.mol2 1F9Y
D02919.mol2 1F9Y
D02920.mol2 1F9Y
D02921.mol2 1F9Y
D02922.mol2 1F9Y
D02923.mol2 1F9Y
D02924.mol2 1F9Y
D02925.mol2 1F9Y
D02926.mol2 1F9Y
D02927.mol2 1F9Y
D02928.mol2 1F9Y
D02929.mol2 1F9Y
D02930.mol2 1F9Y
D02931.mol2 1F9Y
D02932.mol2 1F9Y
D02933.mol2 1F9Y
D02936.mol2 1F9Y
D02939.mol2 1F9Y
D02940.mol2 1F9Y
D02941.mol2 1F9Y
D02942.mol2 1F9Y
D02943.mol2 1F9Y
D02944.mol2 1F9Y
D02948.mol2 1F9Y
D02950.mol2 1F9Y
D02951.mol2 1F9Y
D02952.mol2 1F9Y
D02964.mol2 1F9Y
D02965.mol2 1F9Y
D02966.mol2 1F9Y
D02968.mol2 1F9Y
D02969.mol2 1F9Y
D02972.mol2 1F9Y
D02973.mol2 1F9Y
D02974.mol2 1F9Y
D02975.mol2 1F9Y
D02976.mol2 1F9Y
D02978.mol2 1F9Y
D02981.mol2 1F9Y
D02982.mol2 1F9Y
D02983.mol2 1F9Y
D02984.mol2 1F9Y
D02985.mol2 1F9Y
D02987.mol2 1F9Y
D02989.mol2 1F9Y
D02991.mol2 1F9Y
D02992.mol2 1F9Y
D02993.mol2 1F9Y
D02995.mol2 1F9Y
D02996.mol2 1F9Y
D02998.mol2 1F9Y
D02999.mol2 1F9Y
D03001.mol2 1F9Y
D03002.mol2 1F9Y
D03003.mol2 1F9Y
D03004.mol2 1F9Y
D03005.mol2 1F9Y
D03007.mol2 1F9Y
D03008.mol2 1F9Y
D03009.mol2 1F9Y
D03010.mol2 1F9Y
D03011.mol2 1F9Y
D03012.mol2 1F9Y
D03014.mol2 1F9Y
D03015.mol2 1F9Y
D03016.mol2 1F9Y
D03017.mol2 1F9Y
D03018.mol2 1F9Y
D03019.mol2 1F9Y
D03021.mol2 1F9Y
D03022.mol2 1F9Y
D03023.mol2 1F9Y
D03024.mol2 1F9Y
D03025.mol2 1F9Y
D03026.mol2 1F9Y
D03027.mol2 1F9Y
D03028.mol2 1F9Y
D03029.mol2 1F9Y
D03030.mol2 1F9Y
D03031.mol2 1F9Y
D03032.mol2 1F9Y
D03033.mol2 1F9Y
D03034.mol2 1F9Y
D03035.mol2 1F9Y
D03036.mol2 1F9Y
D03037.mol2 1F9Y
D03038.mol2 1F9Y
D03039.mol2 1F9Y
D03040.mol2 1F9Y
D03041.mol2 1F9Y
D03042.mol2 1F9Y
D03046.mol2 1F9Y
D03051.mol2 1F9Y
D03052.mol2 1F9Y
D03055.mol2 1F9Y
D03056.mol2 1F9Y
D03057.mol2 1F9Y
D03059.mol2 1F9Y
D03060.mol2 1F9Y
D03061.mol2 1F9Y
D03062.mol2 1F9Y
D03064.mol2 1F9Y
D03067.mol2 1F9Y
D03070.mol2 1F9Y
D03071.mol2 1F9Y
D03072.mol2 1F9Y
D03073.mol2 1F9Y
D03074.mol2 1F9Y
D03075.mol2 1F9Y
D03076.mol2 1F9Y
D03077.mol2 1F9Y
D03078.mol2 1F9Y
D03079.mol2 1F9Y
D03080.mol2 1F9Y
D03081.mol2 1F9Y
D03082.mol2 1F9Y
D03083.mol2 1F9Y
D03086.mol2 1F9Y
D03087.mol2 1F9Y
D03088.mol2 1F9Y
D03089.mol2 1F9Y
D03090.mol2 1F9Y
D03091.mol2 1F9Y
D03092.mol2 1F9Y
D03093.mol2 1F9Y
D03094.mol2 1F9Y
D03095.mol2 1F9Y
D03097.mol2 1F9Y
D03098.mol2 1F9Y
D03099.mol2 1F9Y
D03100.mol2 1F9Y
D03101.mol2 1F9Y
D03102.mol2 1F9Y
D03103.mol2 1F9Y
D03104.mol2 1F9Y
D03105.mol2 1F9Y
D03106.mol2 1F9Y
D03107.mol2 1F9Y
D03108.mol2 1F9Y
D03110.mol2 1F9Y
D03112.mol2 1F9Y
D03113.mol2 1F9Y
D03114.mol2 1F9Y
D03115.mol2 1F9Y
D03116.mol2 1F9Y
D03118.mol2 1F9Y
D03120.mol2 1F9Y
D03121.mol2 1F9Y
D03126.mol2 1F9Y
D03127.mol2 1F9Y
D03128.mol2 1F9Y
D03130.mol2 1F9Y
D03132.mol2 1F9Y
D03133.mol2 1F9Y
D03134.mol2 1F9Y
D03135.mol2 1F9Y
D03137.mol2 1F9Y
D03144.mol2 1F9Y
D03145.mol2 1F9Y
D03146.mol2 1F9Y
D03147.mol2 1F9Y
D03148.mol2 1F9Y
D03152.mol2 1F9Y
D03153.mol2 1F9Y
D03154.mol2 1F9Y
D03155.mol2 1F9Y
D03156.mol2 1F9Y
D03158.mol2 1F9Y
D03159.mol2 1F9Y
D03160.mol2 1F9Y
D03161.mol2 1F9Y
D03163.mol2 1F9Y
D03164.mol2 1F9Y
D03165.mol2 1F9Y
D03166.mol2 1F9Y
D03167.mol2 1F9Y
D03168.mol2 1F9Y
D03169.mol2 1F9Y
D03170.mol2 1F9Y
D03171.mol2 1F9Y
D03172.mol2 1F9Y
D03174.mol2 1F9Y
D03175.mol2 1F9Y
D03176.mol2 1F9Y
D03177.mol2 1F9Y
D03178.mol2 1F9Y
D03179.mol2 1F9Y
D03180.mol2 1F9Y
D03181.mol2 1F9Y
D03182.mol2 1F9Y
D03183.mol2 1F9Y
D03184.mol2 1F9Y
D03185.mol2 1F9Y
D03186.mol2 1F9Y
D03187.mol2 1F9Y
D03188.mol2 1F9Y
D03189.mol2 1F9Y
D03190.mol2 1F9Y
D03191.mol2 1F9Y
D03193.mol2 1F9Y
D03194.mol2 1F9Y
D03195.mol2 1F9Y
D03196.mol2 1F9Y
D03197.mol2 1F9Y
D03198.mol2 1F9Y
D03199.mol2 1F9Y
D03200.mol2 1F9Y
D03202.mol2 1F9Y
D03206.mol2 1F9Y
D03208.mol2 1F9Y
D03209.mol2 1F9Y
D03210.mol2 1F9Y
D03211.mol2 1F9Y
D03212.mol2 1F9Y
D03213.mol2 1F9Y
D03214.mol2 1F9Y
D03215.mol2 1F9Y
D03217.mol2 1F9Y
D03218.mol2 1F9Y
D03219.mol2 1F9Y
D03220.mol2 1F9Y
D03221.mol2 1F9Y
D03225.mol2 1F9Y
D03226.mol2 1F9Y
D03227.mol2 1F9Y
D03233.mol2 1F9Y
D03234.mol2 1F9Y
D03239.mol2 1F9Y
D03241.mol2 1F9Y
D03246.mol2 1F9Y
D03248.mol2 1F9Y
D03249.mol2 1F9Y
D03252.mol2 1F9Y
D03253.mol2 1F9Y
D03254.mol2 1F9Y
D03255.mol2 1F9Y
D03256.mol2 1F9Y
D03260.mol2 1F9Y
D03262.mol2 1F9Y
D03264.mol2 1F9Y
D03265.mol2 1F9Y
D03267.mol2 1F9Y
D03269.mol2 1F9Y
D03271.mol2 1F9Y
D03272.mol2 1F9Y
D03273.mol2 1F9Y
D03274.mol2 1F9Y
D03276.mol2 1F9Y
D03277.mol2 1F9Y
D03281.mol2 1F9Y
D03288.mol2 1F9Y
D03292.mol2 1F9Y
D03293.mol2 1F9Y
D03294.mol2 1F9Y
D03296.mol2 1F9Y
D03298.mol2 1F9Y
D03299.mol2 1F9Y
D03300.mol2 1F9Y
D03301.mol2 1F9Y
D03302.mol2 1F9Y
D03303.mol2 1F9Y
D03307.mol2 1F9Y
D03308.mol2 1F9Y
D03309.mol2 1F9Y
D03310.mol2 1F9Y
D03315.mol2 1F9Y
D03319.mol2 1F9Y
D03320.mol2 1F9Y
D03321.mol2 1F9Y
D03323.mol2 1F9Y
D03325.mol2 1F9Y
D03338.mol2 1F9Y
D03340.mol2 1F9Y
D03342.mol2 1F9Y
D03349.mol2 1F9Y
D03350.mol2 1F9Y
D03351.mol2 1F9Y
D03355.mol2 1F9Y
D03359.mol2 1F9Y
D03360.mol2 1F9Y
D03361.mol2 1F9Y
D03363.mol2 1F9Y
D03365.mol2 1F9Y
D03366.mol2 1F9Y
D03367.mol2 1F9Y
D03368.mol2 1F9Y
D03369.mol2 1F9Y
D03370.mol2 1F9Y
D03371.mol2 1F9Y
D03373.mol2 1F9Y
D03376.mol2 1F9Y
D03377.mol2 1F9Y
D03378.mol2 1F9Y
D03382.mol2 1F9Y
D03383.mol2 1F9Y
D03384.mol2 1F9Y
D03385.mol2 1F9Y
D03386.mol2 1F9Y
D03387.mol2 1F9Y
D03389.mol2 1F9Y
D03390.mol2 1F9Y
D03398.mol2 1F9Y
D03399.mol2 1F9Y
D03402.mol2 1F9Y
D03405.mol2 1F9Y
D03406.mol2 1F9Y
D03407.mol2 1F9Y
D03408.mol2 1F9Y
D03409.mol2 1F9Y
D03410.mol2 1F9Y
D03412.mol2 1F9Y
D03413.mol2 1F9Y
D03414.mol2 1F9Y
D03415.mol2 1F9Y
D03416.mol2 1F9Y
D03419.mol2 1F9Y
D03421.mol2 1F9Y
D03422.mol2 1F9Y
D03423.mol2 1F9Y
D03424.mol2 1F9Y
D03425.mol2 1F9Y
D03426.mol2 1F9Y
D03427.mol2 1F9Y
D03428.mol2 1F9Y
D03429.mol2 1F9Y
D03430.mol2 1F9Y
D03431.mol2 1F9Y
D03432.mol2 1F9Y
D03433.mol2 1F9Y
D03438.mol2 1F9Y
D03439.mol2 1F9Y
D03440.mol2 1F9Y
D03442.mol2 1F9Y
D03443.mol2 1F9Y
D03446.mol2 1F9Y
D03447.mol2 1F9Y
D03448.mol2 1F9Y
D03449.mol2 1F9Y
D03450.mol2 1F9Y
D03451.mol2 1F9Y
D03452.mol2 1F9Y
D03454.mol2 1F9Y
D03459.mol2 1F9Y
D03461.mol2 1F9Y
D03462.mol2 1F9Y
D03463.mol2 1F9Y
D03464.mol2 1F9Y
D03468.mol2 1F9Y
D03469.mol2 1F9Y
D03471.mol2 1F9Y
D03472.mol2 1F9Y
D03473.mol2 1F9Y
D03474.mol2 1F9Y
D03476.mol2 1F9Y
D03477.mol2 1F9Y
D03481.mol2 1F9Y
D03482.mol2 1F9Y
D03485.mol2 1F9Y
D03486.mol2 1F9Y
D03487.mol2 1F9Y
D03488.mol2 1F9Y
D03489.mol2 1F9Y
D03490.mol2 1F9Y
D03491.mol2 1F9Y
D03492.mol2 1F9Y
D03493.mol2 1F9Y
D03494.mol2 1F9Y
D03495.mol2 1F9Y
D03496.mol2 1F9Y
D03497.mol2 1F9Y
D03499.mol2 1F9Y
D03501.mol2 1F9Y
D03502.mol2 1F9Y
D03503.mol2 1F9Y
D03504.mol2 1F9Y
D03505.mol2 1F9Y
D03506.mol2 1F9Y
D03507.mol2 1F9Y
D03508.mol2 1F9Y
D03509.mol2 1F9Y
D03510.mol2 1F9Y
D03512.mol2 1F9Y
D03513.mol2 1F9Y
D03514.mol2 1F9Y
D03515.mol2 1F9Y
D03516.mol2 1F9Y
D03517.mol2 1F9Y
D03518.mol2 1F9Y
D03519.mol2 1F9Y
D03520.mol2 1F9Y
D03521.mol2 1F9Y
D03523.mol2 1F9Y
D03524.mol2 1F9Y
D03526.mol2 1F9Y
D03527.mol2 1F9Y
D03528.mol2 1F9Y
D03529.mol2 1F9Y
D03531.mol2 1F9Y
D03532.mol2 1F9Y
D03533.mol2 1F9Y
D03534.mol2 1F9Y
D03535.mol2 1F9Y
D03536.mol2 1F9Y
D03537.mol2 1F9Y
D03538.mol2 1F9Y
D03539.mol2 1F9Y
D03540.mol2 1F9Y
D03541.mol2 1F9Y
D03542.mol2 1F9Y
D03543.mol2 1F9Y
D03544.mol2 1F9Y
D03545.mol2 1F9Y
D03546.mol2 1F9Y
D03547.mol2 1F9Y
D03548.mol2 1F9Y
D03549.mol2 1F9Y
D03550.mol2 1F9Y
D03551.mol2 1F9Y
D03552.mol2 1F9Y
D03553.mol2 1F9Y
D03554.mol2 1F9Y
D03555.mol2 1F9Y
D03556.mol2 1F9Y
D03557.mol2 1F9Y
D03558.mol2 1F9Y
D03559.mol2 1F9Y
D03560.mol2 1F9Y
D03561.mol2 1F9Y
D03562.mol2 1F9Y
D03563.mol2 1F9Y
D03564.mol2 1F9Y
D03565.mol2 1F9Y
D03566.mol2 1F9Y
D03568.mol2 1F9Y
D03569.mol2 1F9Y
D03571.mol2 1F9Y
D03572.mol2 1F9Y
D03580.mol2 1F9Y
D03581.mol2 1F9Y
D03583.mol2 1F9Y
D03584.mol2 1F9Y
D03585.mol2 1F9Y
D03587.mol2 1F9Y
D03588.mol2 1F9Y
D03589.mol2 1F9Y
D03594.mol2 1F9Y
D03595.mol2 1F9Y
D03596.mol2 1F9Y
D03599.mol2 1F9Y
D03600.mol2 1F9Y
D03601.mol2 1F9Y
D03602.mol2 1F9Y
D03603.mol2 1F9Y
D03607.mol2 1F9Y
D03610.mol2 1F9Y
D03611.mol2 1F9Y
D03613.mol2 1F9Y
D03618.mol2 1F9Y
D03619.mol2 1F9Y
D03621.mol2 1F9Y
D03622.mol2 1F9Y
D03623.mol2 1F9Y
D03625.mol2 1F9Y
D03627.mol2 1F9Y
D03628.mol2 1F9Y
D03629.mol2 1F9Y
D03630.mol2 1F9Y
D03631.mol2 1F9Y
D03632.mol2 1F9Y
D03633.mol2 1F9Y
D03634.mol2 1F9Y
D03635.mol2 1F9Y
D03636.mol2 1F9Y
D03637.mol2 1F9Y
D03640.mol2 1F9Y
D03641.mol2 1F9Y
D03642.mol2 1F9Y
D03643.mol2 1F9Y
D03648.mol2 1F9Y
D03649.mol2 1F9Y
D03650.mol2 1F9Y
D03652.mol2 1F9Y
D03653.mol2 1F9Y
D03654.mol2 1F9Y
D03655.mol2 1F9Y
D03656.mol2 1F9Y
D03657.mol2 1F9Y
D03658.mol2 1F9Y
D03659.mol2 1F9Y
D03660.mol2 1F9Y
D03661.mol2 1F9Y
D03662.mol2 1F9Y
D03663.mol2 1F9Y
D03664.mol2 1F9Y
D03665.mol2 1F9Y
D03666.mol2 1F9Y
D03667.mol2 1F9Y
D03668.mol2 1F9Y
D03669.mol2 1F9Y
D03670.mol2 1F9Y
D03671.mol2 1F9Y
D03672.mol2 1F9Y
D03675.mol2 1F9Y
D03679.mol2 1F9Y
D03680.mol2 1F9Y
D03681.mol2 1F9Y
D03685.mol2 1F9Y
D03687.mol2 1F9Y
D03688.mol2 1F9Y
D03689.mol2 1F9Y
D03690.mol2 1F9Y
D03691.mol2 1F9Y
D03693.mol2 1F9Y
D03696.mol2 1F9Y
D03697.mol2 1F9Y
D03698.mol2 1F9Y
D03699.mol2 1F9Y
D03700.mol2 1F9Y
D03702.mol2 1F9Y
D03703.mol2 1F9Y
D03704.mol2 1F9Y
D03705.mol2 1F9Y
D03706.mol2 1F9Y
D03707.mol2 1F9Y
D03708.mol2 1F9Y
D03709.mol2 1F9Y
D03710.mol2 1F9Y
D03711.mol2 1F9Y
D03712.mol2 1F9Y
D03713.mol2 1F9Y
D03714.mol2 1F9Y
D03715.mol2 1F9Y
D03716.mol2 1F9Y
D03717.mol2 1F9Y
D03718.mol2 1F9Y
D03719.mol2 1F9Y
D03720.mol2 1F9Y
D03721.mol2 1F9Y
D03722.mol2 1F9Y
D03724.mol2 1F9Y
D03725.mol2 1F9Y
D03726.mol2 1F9Y
D03727.mol2 1F9Y
D03728.mol2 1F9Y
D03729.mol2 1F9Y
D03730.mol2 1F9Y
D03731.mol2 1F9Y
D03732.mol2 1F9Y
D03733.mol2 1F9Y
D03734.mol2 1F9Y
D03735.mol2 1F9Y
D03736.mol2 1F9Y
D03737.mol2 1F9Y
D03738.mol2 1F9Y
D03740.mol2 1F9Y
D03741.mol2 1F9Y
D03742.mol2 1F9Y
D03743.mol2 1F9Y
D03745.mol2 1F9Y
D03746.mol2 1F9Y
D03747.mol2 1F9Y
D03749.mol2 1F9Y
D03750.mol2 1F9Y
D03751.mol2 1F9Y
D03752.mol2 1F9Y
D03753.mol2 1F9Y
D03754.mol2 1F9Y
D03755.mol2 1F9Y
D03756.mol2 1F9Y
D03757.mol2 1F9Y
D03758.mol2 1F9Y
D03759.mol2 1F9Y
D03760.mol2 1F9Y
D03762.mol2 1F9Y
D03763.mol2 1F9Y
D03764.mol2 1F9Y
D03765.mol2 1F9Y
D03766.mol2 1F9Y
D03767.mol2 1F9Y
D03768.mol2 1F9Y
D03769.mol2 1F9Y
D03770.mol2 1F9Y
D03771.mol2 1F9Y
D03772.mol2 1F9Y
D03773.mol2 1F9Y
D03774.mol2 1F9Y
D03775.mol2 1F9Y
D03776.mol2 1F9Y
D03777.mol2 1F9Y
D03778.mol2 1F9Y
D03780.mol2 1F9Y
D03781.mol2 1F9Y
D03782.mol2 1F9Y
D03783.mol2 1F9Y
D03784.mol2 1F9Y
D03785.mol2 1F9Y
D03786.mol2 1F9Y
D03787.mol2 1F9Y
D03788.mol2 1F9Y
D03789.mol2 1F9Y
D03790.mol2 1F9Y
D03791.mol2 1F9Y
D03792.mol2 1F9Y
D03793.mol2 1F9Y
D03794.mol2 1F9Y
D03795.mol2 1F9Y
D03796.mol2 1F9Y
D03797.mol2 1F9Y
D03798.mol2 1F9Y
D03799.mol2 1F9Y
D03800.mol2 1F9Y
D03801.mol2 1F9Y
D03802.mol2 1F9Y
D03803.mol2 1F9Y
D03804.mol2 1F9Y
D03805.mol2 1F9Y
D03806.mol2 1F9Y
D03807.mol2 1F9Y
D03808.mol2 1F9Y
D03809.mol2 1F9Y
D03810.mol2 1F9Y
D03811.mol2 1F9Y
D03812.mol2 1F9Y
D03813.mol2 1F9Y
D03815.mol2 1F9Y
D03816.mol2 1F9Y
D03817.mol2 1F9Y
D03818.mol2 1F9Y
D03820.mol2 1F9Y
D03822.mol2 1F9Y
D03823.mol2 1F9Y
D03824.mol2 1F9Y
D03825.mol2 1F9Y
D03826.mol2 1F9Y
D03828.mol2 1F9Y
D03829.mol2 1F9Y
D03830.mol2 1F9Y
D03831.mol2 1F9Y
D03833.mol2 1F9Y
D03835.mol2 1F9Y
D03836.mol2 1F9Y
D03837.mol2 1F9Y
D03838.mol2 1F9Y
D03839.mol2 1F9Y
D03840.mol2 1F9Y
D03842.mol2 1F9Y
D03843.mol2 1F9Y
D03845.mol2 1F9Y
D03846.mol2 1F9Y
D03847.mol2 1F9Y
D03848.mol2 1F9Y
D03850.mol2 1F9Y
D03851.mol2 1F9Y
D03853.mol2 1F9Y
D03854.mol2 1F9Y
D03857.mol2 1F9Y
D03858.mol2 1F9Y
D03859.mol2 1F9Y
D03860.mol2 1F9Y
D03862.mol2 1F9Y
D03864.mol2 1F9Y
D03867.mol2 1F9Y
D03870.mol2 1F9Y
D03871.mol2 1F9Y
D03873.mol2 1F9Y
D03874.mol2 1F9Y
D03875.mol2 1F9Y
D03877.mol2 1F9Y
D03878.mol2 1F9Y
D03879.mol2 1F9Y
D03880.mol2 1F9Y
D03881.mol2 1F9Y
D03882.mol2 1F9Y
D03883.mol2 1F9Y
D03884.mol2 1F9Y
D03885.mol2 1F9Y
D03886.mol2 1F9Y
D03887.mol2 1F9Y
D03888.mol2 1F9Y
D03889.mol2 1F9Y
D03890.mol2 1F9Y
D03891.mol2 1F9Y
D03892.mol2 1F9Y
D03893.mol2 1F9Y
D03894.mol2 1F9Y
D03895.mol2 1F9Y
D03897.mol2 1F9Y
D03898.mol2 1F9Y
D03899.mol2 1F9Y
D03900.mol2 1F9Y
D03903.mol2 1F9Y
D03904.mol2 1F9Y
D03906.mol2 1F9Y
D03907.mol2 1F9Y
D03908.mol2 1F9Y
D03909.mol2 1F9Y
D03910.mol2 1F9Y
D03911.mol2 1F9Y
D03912.mol2 1F9Y
D03913.mol2 1F9Y
D03914.mol2 1F9Y
D03915.mol2 1F9Y
D03917.mol2 1F9Y
D03920.mol2 1F9Y
D03921.mol2 1F9Y
D03924.mol2 1F9Y
D03929.mol2 1F9Y
D03930.mol2 1F9Y
D03932.mol2 1F9Y
D03933.mol2 1F9Y
D03934.mol2 1F9Y
D03936.mol2 1F9Y
D03937.mol2 1F9Y
D03938.mol2 1F9Y
D03941.mol2 1F9Y
D03942.mol2 1F9Y
D03948.mol2 1F9Y
D03950.mol2 1F9Y
D03953.mol2 1F9Y
D03954.mol2 1F9Y
D03956.mol2 1F9Y
D03961.mol2 1F9Y
D03962.mol2 1F9Y
D03963.mol2 1F9Y
D03966.mol2 1F9Y
D03967.mol2 1F9Y
D03968.mol2 1F9Y
D03970.mol2 1F9Y
D03971.mol2 1F9Y
D03973.mol2 1F9Y
D03975.mol2 1F9Y
D03978.mol2 1F9Y
D03979.mol2 1F9Y
D03981.mol2 1F9Y
D03982.mol2 1F9Y
D03983.mol2 1F9Y
D03984.mol2 1F9Y
D03985.mol2 1F9Y
D03986.mol2 1F9Y
D03987.mol2 1F9Y
D03990.mol2 1F9Y
D03991.mol2 1F9Y
D03992.mol2 1F9Y
D03993.mol2 1F9Y
D03994.mol2 1F9Y
D03995.mol2 1F9Y
D03996.mol2 1F9Y
D03997.mol2 1F9Y
D03998.mol2 1F9Y
D03999.mol2 1F9Y
D04002.mol2 1F9Y
D04003.mol2 1F9Y
D04004.mol2 1F9Y
D04006.mol2 1F9Y
D04007.mol2 1F9Y
D04008.mol2 1F9Y
D04009.mol2 1F9Y
D04010.mol2 1F9Y
D04012.mol2 1F9Y
D04013.mol2 1F9Y
D04014.mol2 1F9Y
D04017.mol2 1F9Y
D04018.mol2 1F9Y
D04020.mol2 1F9Y
D04021.mol2 1F9Y
D04023.mol2 1F9Y
D04024.mol2 1F9Y
D04025.mol2 1F9Y
D04027.mol2 1F9Y
D04028.mol2 1F9Y
D04029.mol2 1F9Y
D04030.mol2 1F9Y
D04031.mol2 1F9Y
D04033.mol2 1F9Y
D04034.mol2 1F9Y
D04035.mol2 1F9Y
D04038.mol2 1F9Y
D04039.mol2 1F9Y
D04040.mol2 1F9Y
D04041.mol2 1F9Y
D04042.mol2 1F9Y
D04048.mol2 1F9Y
D04050.mol2 1F9Y
D04051.mol2 1F9Y
D04054.mol2 1F9Y
D04055.mol2 1F9Y
D04056.mol2 1F9Y
D04057.mol2 1F9Y
D04058.mol2 1F9Y
D04061.mol2 1F9Y
D04063.mol2 1F9Y
D04064.mol2 1F9Y
D04065.mol2 1F9Y
D04066.mol2 1F9Y
D04067.mol2 1F9Y
D04068.mol2 1F9Y
D04069.mol2 1F9Y
D04072.mol2 1F9Y
D04074.mol2 1F9Y
D04075.mol2 1F9Y
D04076.mol2 1F9Y
D04077.mol2 1F9Y
D04079.mol2 1F9Y
D04080.mol2 1F9Y
D04085.mol2 1F9Y
D04086.mol2 1F9Y
D04087.mol2 1F9Y
D04088.mol2 1F9Y
D04089.mol2 1F9Y
D04090.mol2 1F9Y
D04092.mol2 1F9Y
D04093.mol2 1F9Y
D04094.mol2 1F9Y
D04095.mol2 1F9Y
D04096.mol2 1F9Y
D04097.mol2 1F9Y
D04098.mol2 1F9Y
D04100.mol2 1F9Y
D04101.mol2 1F9Y
D04102.mol2 1F9Y
D04103.mol2 1F9Y
D04104.mol2 1F9Y
D04105.mol2 1F9Y
D04108.mol2 1F9Y
D04110.mol2 1F9Y
D04111.mol2 1F9Y
D04112.mol2 1F9Y
D04115.mol2 1F9Y
D04116.mol2 1F9Y
D04117.mol2 1F9Y
D04118.mol2 1F9Y
D04120.mol2 1F9Y
D04122.mol2 1F9Y
D04124.mol2 1F9Y
D04125.mol2 1F9Y
D04126.mol2 1F9Y
D04127.mol2 1F9Y
D04128.mol2 1F9Y
D04129.mol2 1F9Y
D04130.mol2 1F9Y
D04131.mol2 1F9Y
D04132.mol2 1F9Y
D04134.mol2 1F9Y
D04135.mol2 1F9Y
D04138.mol2 1F9Y
D04139.mol2 1F9Y
D04140.mol2 1F9Y
D04141.mol2 1F9Y
D04142.mol2 1F9Y
D04143.mol2 1F9Y
D04144.mol2 1F9Y
D04145.mol2 1F9Y
D04146.mol2 1F9Y
D04147.mol2 1F9Y
D04148.mol2 1F9Y
D04149.mol2 1F9Y
D04150.mol2 1F9Y
D04151.mol2 1F9Y
D04152.mol2 1F9Y
D04153.mol2 1F9Y
D04155.mol2 1F9Y
D04156.mol2 1F9Y
D04157.mol2 1F9Y
D04158.mol2 1F9Y
D04159.mol2 1F9Y
D04160.mol2 1F9Y
D04161.mol2 1F9Y
D04162.mol2 1F9Y
D04163.mol2 1F9Y
D04164.mol2 1F9Y
D04165.mol2 1F9Y
D04178.mol2 1F9Y
D04179.mol2 1F9Y
D04180.mol2 1F9Y
D04181.mol2 1F9Y
D04183.mol2 1F9Y
D04184.mol2 1F9Y
D04185.mol2 1F9Y
D04186.mol2 1F9Y
D04187.mol2 1F9Y
D04188.mol2 1F9Y
D04189.mol2 1F9Y
D04190.mol2 1F9Y
D04192.mol2 1F9Y
D04193.mol2 1F9Y
D04194.mol2 1F9Y
D04195.mol2 1F9Y
D04196.mol2 1F9Y
D04197.mol2 1F9Y
D04198.mol2 1F9Y
D04199.mol2 1F9Y
D04200.mol2 1F9Y
D04201.mol2 1F9Y
D04202.mol2 1F9Y
D04204.mol2 1F9Y
D04205.mol2 1F9Y
D04206.mol2 1F9Y
D04207.mol2 1F9Y
D04208.mol2 1F9Y
D04209.mol2 1F9Y
D04210.mol2 1F9Y
D04211.mol2 1F9Y
D04212.mol2 1F9Y
D04213.mol2 1F9Y
D04214.mol2 1F9Y
D04215.mol2 1F9Y
D04216.mol2 1F9Y
D04217.mol2 1F9Y
D04218.mol2 1F9Y
D04219.mol2 1F9Y
D04220.mol2 1F9Y
D04221.mol2 1F9Y
D04222.mol2 1F9Y
D04223.mol2 1F9Y
D04224.mol2 1F9Y
D04225.mol2 1F9Y
D04226.mol2 1F9Y
D04227.mol2 1F9Y
D04228.mol2 1F9Y
D04229.mol2 1F9Y
D04230.mol2 1F9Y
D04231.mol2 1F9Y
D04232.mol2 1F9Y
D04233.mol2 1F9Y
D04234.mol2 1F9Y
D04235.mol2 1F9Y
D04236.mol2 1F9Y
D04237.mol2 1F9Y
D04238.mol2 1F9Y
D04239.mol2 1F9Y
D04241.mol2 1F9Y
D04243.mol2 1F9Y
D04244.mol2 1F9Y
D04245.mol2 1F9Y
D04247.mol2 1F9Y
D04248.mol2 1F9Y
D04253.mol2 1F9Y
D04254.mol2 1F9Y
D04255.mol2 1F9Y
D04256.mol2 1F9Y
D04257.mol2 1F9Y
D04258.mol2 1F9Y
D04260.mol2 1F9Y
D04262.mol2 1F9Y
D04263.mol2 1F9Y
D04264.mol2 1F9Y
D04270.mol2 1F9Y
D04273.mol2 1F9Y
D04274.mol2 1F9Y
D04275.mol2 1F9Y
D04276.mol2 1F9Y
D04277.mol2 1F9Y
D04278.mol2 1F9Y
D04279.mol2 1F9Y
D04280.mol2 1F9Y
D04282.mol2 1F9Y
D04291.mol2 1F9Y
D04292.mol2 1F9Y
D04294.mol2 1F9Y
D04298.mol2 1F9Y
D04300.mol2 1F9Y
D04301.mol2 1F9Y
D04302.mol2 1F9Y
D04303.mol2 1F9Y
D04308.mol2 1F9Y
D04309.mol2 1F9Y
D04310.mol2 1F9Y
D04312.mol2 1F9Y
D04314.mol2 1F9Y
D04315.mol2 1F9Y
D04316.mol2 1F9Y
